Id	Ref_Name	Language_Type	Part2B	Part2T	Part1	Scope			Comment
mee	Mengen	L				I			
mef	Megam	L				I			
meh	Southwestern Tlaxiaco Mixtec	L				I			
mei	Midob	L				I			
mej	Meyah	L				I			
mek	Mekeo	L				I			
mel	Central Melanau	L				I			
mem	Mangala	E				I			
men	Mende (Sierra Leone)	L	men	men		I			
meo	Kedah Malay	L				I			
mep	Miriwoong	L				I			
meq	Merey	L				I			
mer	Meru	L				I			
mes	Masmaje	L				I			
met	Mato	L				I			
meu	Motu	L				I			
mev	Mano	L				I			
mew	Maaka	L				I			
mey	Hassaniyya	L				I			
mez	Menominee	L				I			
mfa	Pattani Malay	L				I			
mfb	Bangka	L				I			
mfc	Mba	L				I			
mfd	Mendankwe-Nkwen	L				I			
mfe	Morisyen	L				I			
mff	Naki	L				I			
mfg	Mogofin	L				I			
mfh	Matal	L				I			
mfi	Wandala	L				I			
mfj	Mefele	L				I			
mfk	North Mofu	L				I			
mfl	Putai	L				I			
mfm	Marghi South	L				I			
mfn	Cross River Mbembe	L				I			
mfo	Mbe	L				I			
mfp	Makassar Malay	L				I			
mfq	Moba	L				I			
mfr	Marrithiyel	L				I			
mfs	Mexican Sign Language	L				I			
mft	Mokerang	L				I			
mfu	Mbwela	L				I			
mfv	Mandjak	L				I			
mfw	Mulaha	E				I			
mfx	Melo	L				I			
mfy	Mayo	L				I			
mfz	Mabaan	L				I			
mga	Middle Irish (900-1200)	H	mga	mga		I			
mgb	Mararit	L				I			
mgc	Morokodo	L				I			
mgd	Moru	L				I			
mge	Mango	L				I			
mgf	Maklew	L				I			
mgg	Mpumpong	L				I			
mgh	Makhuwa-Meetto	L				I			
mgi	Lijili	L				I			
mgj	Abureni	L				I			
mgk	Mawes	L				I			
mgl	Maleu-Kilenge	L				I			
mgm	Mambae	L				I			
mgn	Mbangi	L				I			
mgo	Meta'	L				I			
mgp	Eastern Magar	L				I			
mgq	Malila	L				I			
mgr	Mambwe-Lungu	L				I			
mgs	Manda (Tanzania)	L				I			
mgt	Mongol	L				I			
mgu	Mailu	L				I			
mgv	Matengo	L				I			
mgw	Matumbi	L				I			
mgy	Mbunga	L				I			
mgz	Mbugwe	L				I			
mha	Manda (India)	L				I			
mhb	Mahongwe	L				I			
mhc	Mocho	L				I			
mhd	Mbugu	L				I			
mhe	Besisi	L				I			
mhf	Mamaa	L				I			
mhg	Margu	L				I			
mhi	Ma'di	L				I			
mhj	Mogholi	L				I			
mhk	Mungaka	L				I			
mhl	Mauwake	L				I			
mhm	Makhuwa-Moniga	L				I			
mhn	Mócheno	L				I			
mho	Mashi (Zambia)	L				I			
mhp	Balinese Malay	L				I			
mhq	Mandan	L				I			
mhr	Eastern Mari	L				I			
mhs	Buru (Indonesia)	L				I			
mht	Mandahuaca	L				I			
mhu	Digaro-Mishmi	L				I			
mhw	Mbukushu	L				I			
mhx	Maru	L				I			
mhy	Ma'anyan	L				I			
mhz	Mor (Mor Islands)	L				I			
mia	Miami	L				I			
mib	Atatláhuca Mixtec	L				I			
mic	Mi'kmaq	L	mic	mic		I			
mid	Mandaic	L				I			
mie	Ocotepec Mixtec	L				I			
mif	Mofu-Gudur	L				I			
mig	San Miguel El Grande Mixtec	L				I			
mih	Chayuco Mixtec	L				I			
mii	Chigmecatitlán Mixtec	L				I			
mij	Abar	L				I			
mik	Mikasuki	L				I			
mil	Peñoles Mixtec	L				I			
mim	Alacatlatzala Mixtec	L				I			
min	Minangkabau	L	min	min		I			
mio	Pinotepa Nacional Mixtec	L				I			
mip	Apasco-Apoala Mixtec	L				I			
miq	Mískito	L				I			
mir	Isthmus Mixe	L				I			
mis	Uncoded languages	S	mis	mis		S			
mit	Southern Puebla Mixtec	L				I			
miu	Cacaloxtepec Mixtec	L				I			
miw	Akoye	L				I			
mix	Mixtepec Mixtec	L				I			
miy	Ayutla Mixtec	L				I			
miz	Coatzospan Mixtec	L				I			
mjb	Makalero	L				I			
mjc	San Juan Colorado Mixtec	L				I			
mjd	Northwest Maidu	L				I			
mje	Muskum	E				I			
mjg	Tu	L				I			
mjh	Mwera (Nyasa)	L				I			
mji	Kim Mun	L				I			
mjj	Mawak	L				I			
mjk	Matukar	L				I			
mjl	Mandeali	L				I			
mjm	Medebur	L				I			
mjn	Ma (Papua New Guinea)	L				I			
mjo	Malankuravan	L				I			
mjp	Malapandaram	L				I			
mjq	Malaryan	E				I			
mjr	Malavedan	L				I			
mjs	Miship	L				I			
mjt	Sauria Paharia	L				I			
mju	Manna-Dora	L				I			
mjv	Mannan	L				I			
mjw	Karbi	L				I			
mjx	Mahali	L				I			
mjy	Mahican	E				I			
mjz	Majhi	L				I			
mka	Mbre	L				I			
mkb	Mal Paharia	L				I			
mkc	Siliput	L				I			
mkd	Macedonian	L	mac	mkd	mk	I			
mke	Mawchi	L				I			
mkf	Miya	L				I			
mkg	Mak (China)	L				I			
mki	Dhatki	L				I			
mkj	Mokilese	L				I			
mkk	Byep	L				I			
mkl	Mokole	L				I			
mkm	Moklen	L				I			
mkn	Kupang Malay	L				I			
mko	Mingang Doso	L				I			
mkp	Moikodi	L				I			
mkq	Bay Miwok	E				I			
mkr	Malas	L				I			
mks	Silacayoapan Mixtec	L				I			
mkt	Vamale	L				I			
mku	Konyanka Maninka	L				I			
mkv	Mafea	L				I			
mkw	Kituba (Congo)	L				I			
mkx	Kinamiging Manobo	L				I			
mky	East Makian	L				I			
mkz	Makasae	L				I			
mla	Malo	L				I			
mlb	Mbule	L				I			
mlc	Cao Lan	L				I			
mle	Manambu	L				I			
mlf	Mal	L				I			
mlg	Malagasy	L	mlg	mlg	mg	M			
mlh	Mape	L				I			
mli	Malimpung	L				I			
mlj	Miltu	L				I			
mlk	Ilwana	L				I			
mll	Malua Bay	L				I			
mlm	Mulam	L				I			
mln	Malango	L				I			
mlo	Mlomp	L				I			
mlp	Bargam	L				I			
mlq	Western Maninkakan	L				I			
mlr	Vame	L				I			
mls	Masalit	L				I			
mlt	Maltese	L	mlt	mlt	mt	I			
mlu	To'abaita	L				I			
mlv	Motlav	L				I			
mlw	Moloko	L				I			
mlx	Malfaxal	L				I			
mlz	Malaynon	L				I			
mma	Mama	L				I			
mmb	Momina	L				I			
mmc	Michoacán Mazahua	L				I			
mmd	Maonan	L				I			
mme	Mae	L				I			
mmf	Mundat	L				I			
mmg	North Ambrym	L				I			
mmh	Mehináku	L				I			
mmi	Musar	L				I			
mmj	Majhwar	L				I			
mmk	Mukha-Dora	L				I			
mml	Man Met	L				I			
mmm	Maii	L				I			
mmn	Mamanwa	L				I			
mmo	Mangga Buang	L				I			
mmp	Siawi	L				I			
mmq	Musak	L				I			
mmr	Western Xiangxi Miao	L				I			
mmt	Malalamai	L				I			
mmu	Mmaala	L				I			
mmv	Miriti	E				I			
mmw	Emae	L				I			
mmx	Madak	L				I			
mmy	Migaama	L				I			
mmz	Mabaale	L				I			
mna	Mbula	L				I			
mnb	Muna	L				I			
mnc	Manchu	L	mnc	mnc		I			
mnd	Mondé	L				I			
mne	Naba	L				I			
mnf	Mundani	L				I			
mng	Eastern Mnong	L				I			
mnh	Mono (Democratic Republic of Congo)	L				I			
mni	Manipuri	L	mni	mni		I			
mnj	Munji	L				I			
mnk	Mandinka	L				I			
mnl	Tiale	L				I			
mnm	Mapena	L				I			
mnn	Southern Mnong	L				I			
mnp	Min Bei Chinese	L				I			
mnq	Minriq	L				I			
mnr	Mono (USA)	L				I			
mns	Mansi	L				I			
mnu	Mer	L				I			
mnv	Rennell-Bellona	L				I			
mnw	Mon	L				I			
mnx	Manikion	L				I			
mny	Manyawa	L				I			
mnz	Moni	L				I			
moa	Mwan	L				I			
moc	Mocoví	L				I			
mod	Mobilian	E				I			
moe	Innu	L				I			
mog	Mongondow	L				I			
moh	Mohawk	L	moh	moh		I			
moi	Mboi	L				I			
moj	Monzombo	L				I			
mok	Morori	L				I			
mom	Mangue	E				I			
mon	Mongolian	L	mon	mon	mn	M			
moo	Monom	L				I			
mop	Mopán Maya	L				I			
moq	Mor (Bomberai Peninsula)	L				I			
mor	Moro	L				I			
mos	Mossi	L	mos	mos		I			
mot	Barí	L				I			
mou	Mogum	L				I			
mov	Mohave	L				I			
mow	Moi (Congo)	L				I			
mox	Molima	L				I			
moy	Shekkacho	L				I			
moz	Mukulu	L				I			
mpa	Mpoto	L				I			
mpb	Malak Malak	L				I			
mpc	Mangarrayi	L				I			
mpd	Machinere	L				I			
mpe	Majang	L				I			
mpg	Marba	L				I			
mph	Maung	L				I			
mpi	Mpade	L				I			
mpj	Martu Wangka	L				I			
mpk	Mbara (Chad)	L				I			
mpl	Middle Watut	L				I			
mpm	Yosondúa Mixtec	L				I			
mpn	Mindiri	L				I			
mpo	Miu	L				I			
mpp	Migabac	L				I			
mpq	Matís	L				I			
mpr	Vangunu	L				I			
mps	Dadibi	L				I			
mpt	Mian	L				I			
mpu	Makuráp	L				I			
mpv	Mungkip	L				I			
mpw	Mapidian	L				I			
mpx	Misima-Panaeati	L				I			
mpy	Mapia	L				I			
mpz	Mpi	L				I			
mqa	Maba (Indonesia)	L				I			
mqb	Mbuko	L				I			
mqc	Mangole	L				I			
mqe	Matepi	L				I			
mqf	Momuna	L				I			
mqg	Kota Bangun Kutai Malay	L				I			
mqh	Tlazoyaltepec Mixtec	L				I			
mqi	Mariri	L				I			
mqj	Mamasa	L				I			
mqk	Rajah Kabunsuwan Manobo	L				I			
mql	Mbelime	L				I			
mqm	South Marquesan	L				I			
mqn	Moronene	L				I			
mqo	Modole	L				I			
mqp	Manipa	L				I			
mqq	Minokok	L				I			
mqr	Mander	L				I			
mqs	West Makian	L				I			
mqt	Mok	L				I			
mqu	Mandari	L				I			
mqv	Mosimo	L				I			
mqw	Murupi	L				I			
mqx	Mamuju	L				I			
mqy	Manggarai	L				I			
mqz	Pano	L				I			
mra	Mlabri	L				I			
mrb	Marino	L				I			
mrc	Maricopa	L				I			
mrd	Western Magar	L				I			
mre	Martha's Vineyard Sign Language	E				I			
mrf	Elseng	L				I			
mrg	Mising	L				I			
mrh	Mara Chin	L				I			
mri	Maori	L	mao	mri	mi	I			
mrj	Western Mari	L				I			
mrk	Hmwaveke	L				I			
mrl	Mortlockese	L				I			
mrm	Merlav	L				I			
mrn	Cheke Holo	L				I			
mro	Mru	L				I			
mrp	Morouas	L				I			
mrq	North Marquesan	L				I			
mrr	Maria (India)	L				I			
mrs	Maragus	L				I			
mrt	Marghi Central	L				I			
mru	Mono (Cameroon)	L				I			
mrv	Mangareva	L				I			
mrw	Maranao	L				I			
mrx	Maremgi	L				I			
mry	Mandaya	L				I			
mrz	Marind	L				I			
msa	Malay (macrolanguage)	L	may	msa	ms	M			
msb	Masbatenyo	L				I			
msc	Sankaran Maninka	L				I			
msd	Yucatec Maya Sign Language	L				I			
mse	Musey	L				I			
msf	Mekwei	L				I			
msg	Moraid	L				I			
msh	Masikoro Malagasy	L				I			
msi	Sabah Malay	L				I			
msj	Ma (Democratic Republic of Congo)	L				I			
msk	Mansaka	L				I			
msl	Molof	L				I			
msm	Agusan Manobo	L				I			
msn	Vurës	L				I			
mso	Mombum	L				I			
msp	Maritsauá	E				I			
msq	Caac	L				I			
msr	Mongolian Sign Language	L				I			
mss	West Masela	L				I			
msu	Musom	L				I			
msv	Maslam	L				I			
msw	Mansoanka	L				I			
msx	Moresada	L				I			
msy	Aruamu	L				I			
msz	Momare	L				I			
mta	Cotabato Manobo	L				I			
mtb	Anyin Morofo	L				I			
mtc	Munit	L				I			
mtd	Mualang	L				I			
mte	Mono (Solomon Islands)	L				I			
mtf	Murik (Papua New Guinea)	L				I			
mtg	Una	L				I			
mth	Munggui	L				I			
mti	Maiwa (Papua New Guinea)	L				I			
mtj	Moskona	L				I			
mtk	Mbe'	L				I			
mtl	Montol	L				I			
mtm	Mator	E				I			
mtn	Matagalpa	E				I			
mto	Totontepec Mixe	L				I			
mtp	Wichí Lhamtés Nocten	L				I			
mtq	Muong	L				I			
mtr	Mewari	L				I			
mts	Yora	L				I			
mtt	Mota	L				I			
mtu	Tututepec Mixtec	L				I			
mtv	Asaro'o	L				I			
mtw	Southern Binukidnon	L				I			
mtx	Tidaá Mixtec	L				I			
mty	Nabi	L				I			
mua	Mundang	L				I			
mub	Mubi	L				I			
muc	Ajumbu	L				I			
mud	Mednyj Aleut	L				I			
mue	Media Lengua	L				I			
mug	Musgu	L				I			
muh	Mündü	L				I			
mui	Musi	L				I			
muj	Mabire	L				I			
muk	Mugom	L				I			
mul	Multiple languages	S	mul	mul		S			
mum	Maiwala	L				I			
muo	Nyong	L				I			
mup	Malvi	L				I			
muq	Eastern Xiangxi Miao	L				I			
mur	Murle	L				I			
mus	Creek	L	mus	mus		I			
mut	Western Muria	L				I			
muu	Yaaku	L				I			
muv	Muthuvan	L				I			
mux	Bo-Ung	L				I			
muy	Muyang	L				I			
muz	Mursi	L				I			
mva	Manam	L				I			
mvb	Mattole	E				I			
mvd	Mamboru	L				I			
mve	Marwari (Pakistan)	L				I			
mvf	Peripheral Mongolian	L				I			
mvg	Yucuañe Mixtec	L				I			
mvh	Mulgi	L				I			
mvi	Miyako	L				I			
mvk	Mekmek	L				I			
mvl	Mbara (Australia)	E				I			
mvn	Minaveha	L				I			
mvo	Marovo	L				I			
mvp	Duri	L				I			
mvq	Moere	L				I			
mvr	Marau	L				I			
mvs	Massep	L				I			
mvt	Mpotovoro	L				I			
mvu	Marfa	L				I			
mvv	Tagal Murut	L				I			
mvw	Machinga	L				I			
mvx	Meoswar	L				I			
mvy	Indus Kohistani	L				I			
mvz	Mesqan	L				I			
mwa	Mwatebu	L				I			
mwb	Juwal	L				I			
mwc	Are	L				I			
mwe	Mwera (Chimwera)	L				I			
mwf	Murrinh-Patha	L				I			
mwg	Aiklep	L				I			
mwh	Mouk-Aria	L				I			
mwi	Labo	L				I			
mwk	Kita Maninkakan	L				I			
mwl	Mirandese	L	mwl	mwl		I			
mwm	Sar	L				I			
mwn	Nyamwanga	L				I			
mwo	Central Maewo	L				I			
mwp	Kala Lagaw Ya	L				I			
mwq	Mün Chin	L				I			
mwr	Marwari	L	mwr	mwr		M			
mws	Mwimbi-Muthambi	L				I			
mwt	Moken	L				I			
mwu	Mittu	E				I			
mwv	Mentawai	L				I			
mww	Hmong Daw	L				I			
mwz	Moingi	L				I			
mxa	Northwest Oaxaca Mixtec	L				I			
mxb	Tezoatlán Mixtec	L				I			
mxc	Manyika	L				I			
mxd	Modang	L				I			
mxe	Mele-Fila	L				I			
mxf	Malgbe	L				I			
mxg	Mbangala	L				I			
mxh	Mvuba	L				I			
mxi	Mozarabic	H				I			
mxj	Miju-Mishmi	L				I			
mxk	Monumbo	L				I			
mxl	Maxi Gbe	L				I			
mxm	Meramera	L				I			
mxn	Moi (Indonesia)	L				I			
mxo	Mbowe	L				I			
mxp	Tlahuitoltepec Mixe	L				I			
mxq	Juquila Mixe	L				I			
mxr	Murik (Malaysia)	L				I			
mxs	Huitepec Mixtec	L				I			
mxt	Jamiltepec Mixtec	L				I			
mxu	Mada (Cameroon)	L				I			
mxv	Metlatónoc Mixtec	L				I			
mxw	Namo	L				I			
mxx	Mahou	L				I			
mxy	Southeastern Nochixtlán Mixtec	L				I			
mxz	Central Masela	L				I			
mya	Burmese	L	bur	mya	my	I			
myb	Mbay	L				I			
myc	Mayeka	L				I			
mye	Myene	L				I			
myf	Bambassi	L				I			
myg	Manta	L				I			
myh	Makah	L				I			
myj	Mangayat	L				I			
myk	Mamara Senoufo	L				I			
myl	Moma	L				I			
mym	Me'en	L				I			
myo	Anfillo	L				I			
myp	Pirahã	L				I			
myr	Muniche	L				I			
mys	Mesmes	E				I			
myu	Mundurukú	L				I			
myv	Erzya	L	myv	myv		I			
myw	Muyuw	L				I			
myx	Masaaba	L				I			
myy	Macuna	L				I			
myz	Classical Mandaic	H				I			
mza	Santa María Zacatepec Mixtec	L				I			
mzb	Tumzabt	L				I			
mzc	Madagascar Sign Language	L				I			
mzd	Malimba	L				I			
mze	Morawa	L				I			
mzg	Monastic Sign Language	L				I			
mzh	Wichí Lhamtés Güisnay	L				I			
mzi	Ixcatlán Mazatec	L				I			
mzj	Manya	L				I			
mzk	Nigeria Mambila	L				I			
mzl	Mazatlán Mixe	L				I			
mzm	Mumuye	L				I			
mzn	Mazanderani	L				I			
mzo	Matipuhy	E				I			
mzp	Movima	L				I			
mzq	Mori Atas	L				I			
mzr	Marúbo	L				I			
mzs	Macanese	L				I			
mzt	Mintil	L				I			
mzu	Inapang	L				I			
mzv	Manza	L				I			
mzw	Deg	L				I			
mzx	Mawayana	L				I			
mzy	Mozambican Sign Language	L				I			
mzz	Maiadomu	L				I			
naa	Namla	L				I			
nab	Southern Nambikuára	L				I			
nac	Narak	L				I			
nae	Naka'ela	E				I			
naf	Nabak	L				I			
nag	Naga Pidgin	L				I			
naj	Nalu	L				I			
nak	Nakanai	L				I			
nal	Nalik	L				I			
nam	Ngan'gityemerri	L				I			
nan	Min Nan Chinese	L				I			
nao	Naaba	L				I			
nap	Neapolitan	L	nap	nap		I			
naq	Khoekhoe	L				I			
nar	Iguta	L				I			
nas	Naasioi	L				I			
nat	Ca̱hungwa̱rya̱	L				I			
nau	Nauru	L	nau	nau	na	I			
nav	Navajo	L	nav	nav	nv	I			
naw	Nawuri	L				I			
nax	Nakwi	L				I			
nay	Ngarrindjeri	E				I			
naz	Coatepec Nahuatl	L				I			
nba	Nyemba	L				I			
nbb	Ndoe	L				I			
nbc	Chang Naga	L				I			
nbd	Ngbinda	L				I			
nbe	Konyak Naga	L				I			
nbg	Nagarchal	L				I			
nbh	Ngamo	L				I			
nbi	Mao Naga	L				I			
nbj	Ngarinyman	L				I			
nbk	Nake	L				I			
nbl	South Ndebele	L	nbl	nbl	nr	I			
nbm	Ngbaka Ma'bo	L				I			
nbn	Kuri	L				I			
nbo	Nkukoli	L				I			
nbp	Nnam	L				I			
nbq	Nggem	L				I			
nbr	Numana	L				I			
nbs	Namibian Sign Language	L				I			
nbt	Na	L				I			
nbu	Rongmei Naga	L				I			
nbv	Ngamambo	L				I			
nbw	Southern Ngbandi	L				I			
nby	Ningera	L				I			
nca	Iyo	L				I			
ncb	Central Nicobarese	L				I			
ncc	Ponam	L				I			
ncd	Nachering	L				I			
nce	Yale	L				I			
ncf	Notsi	L				I			
ncg	Nisga'a	L				I			
nch	Central Huasteca Nahuatl	L				I			
nci	Classical Nahuatl	H				I			
ncj	Northern Puebla Nahuatl	L				I			
nck	Na-kara	L				I			
ncl	Michoacán Nahuatl	L				I			
ncm	Nambo	L				I			
ncn	Nauna	L				I			
nco	Sibe	L				I			
ncq	Northern Katang	L				I			
ncr	Ncane	L				I			
ncs	Nicaraguan Sign Language	L				I			
nct	Chothe Naga	L				I			
ncu	Chumburung	L				I			
ncx	Central Puebla Nahuatl	L				I			
ncz	Natchez	E				I			
nda	Ndasa	L				I			
ndb	Kenswei Nsei	L				I			
ndc	Ndau	L				I			
ndd	Nde-Nsele-Nta	L				I			
nde	North Ndebele	L	nde	nde	nd	I			
ndf	Nadruvian	H				I			
ndg	Ndengereko	L				I			
ndh	Ndali	L				I			
ndi	Samba Leko	L				I			
ndj	Ndamba	L				I			
ndk	Ndaka	L				I			
ndl	Ndolo	L				I			
ndm	Ndam	L				I			
ndn	Ngundi	L				I			
ndo	Ndonga	L	ndo	ndo	ng	I			
ndp	Ndo	L				I			
ndq	Ndombe	L				I			
ndr	Ndoola	L				I			
nds	Low German	L	nds	nds		I			
ndt	Ndunga	L				I			
ndu	Dugun	L				I			
ndv	Ndut	L				I			
ndw	Ndobo	L				I			
ndx	Nduga	L				I			
ndy	Lutos	L				I			
ndz	Ndogo	L				I			
nea	Eastern Ngad'a	L				I			
neb	Toura (Côte d'Ivoire)	L				I			
nec	Nedebang	L				I			
ned	Nde-Gbite	L				I			
nee	Nêlêmwa-Nixumwak	L				I			
nef	Nefamese	L				I			
neg	Negidal	L				I			
neh	Nyenkha	L				I			
nei	Neo-Hittite	A				I			
nej	Neko	L				I			
nek	Neku	L				I			
nem	Nemi	L				I			
nen	Nengone	L				I			
neo	Ná-Meo	L				I			
nep	Nepali (macrolanguage)	L	nep	nep	ne	M			
neq	North Central Mixe	L				I			
ner	Yahadian	L				I			
nes	Bhoti Kinnauri	L				I			
net	Nete	L				I			
neu	Neo	C				I			
nev	Nyaheun	L				I			
new	Newari	L	new	new		I			
nex	Neme	L				I			
ney	Neyo	L				I			
nez	Nez Perce	L				I			
nfa	Dhao	L				I			
nfd	Ahwai	L				I			
nfl	Ayiwo	L				I			
nfr	Nafaanra	L				I			
nfu	Mfumte	L				I			
nga	Ngbaka	L				I			
ngb	Northern Ngbandi	L				I			
ngc	Ngombe (Democratic Republic of Congo)	L				I			
ngd	Ngando (Central African Republic)	L				I			
nge	Ngemba	L				I			
ngg	Ngbaka Manza	L				I			
ngh	Nǁng	L				I			
ngi	Ngizim	L				I			
ngj	Ngie	L				I			
ngk	Dalabon	L				I			
ngl	Lomwe	L				I			
ngm	Ngatik Men's Creole	L				I			
ngn	Ngwo	L				I			
ngp	Ngulu	L				I			
ngq	Ngurimi	L				I			
ngr	Engdewu	L				I			
ngs	Gvoko	L				I			
ngt	Kriang	L				I			
ngu	Guerrero Nahuatl	L				I			
ngv	Nagumi	E				I			
ngw	Ngwaba	L				I			
ngx	Nggwahyi	L				I			
ngy	Tibea	L				I			
ngz	Ngungwel	L				I			
nha	Nhanda	L				I			
nhb	Beng	L				I			
nhc	Tabasco Nahuatl	E				I			
nhd	Chiripá	L				I			
nhe	Eastern Huasteca Nahuatl	L				I			
nhf	Nhuwala	L				I			
nhg	Tetelcingo Nahuatl	L				I			
nhh	Nahari	L				I			
nhi	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	L				I			
nhk	Isthmus-Cosoleacaque Nahuatl	L				I			
nhm	Morelos Nahuatl	L				I			
nhn	Central Nahuatl	L				I			
nho	Takuu	L				I			
nhp	Isthmus-Pajapan Nahuatl	L				I			
nhq	Huaxcaleca Nahuatl	L				I			
nhr	Naro	L				I			
nht	Ometepec Nahuatl	L				I			
nhu	Noone	L				I			
nhv	Temascaltepec Nahuatl	L				I			
nhw	Western Huasteca Nahuatl	L				I			
nhx	Isthmus-Mecayapan Nahuatl	L				I			
nhy	Northern Oaxaca Nahuatl	L				I			
nhz	Santa María La Alta Nahuatl	L				I			
nia	Nias	L	nia	nia		I			
nib	Nakame	L				I			
nid	Ngandi	E				I			
nie	Niellim	L				I			
nif	Nek	L				I			
nig	Ngalakgan	E				I			
nih	Nyiha (Tanzania)	L				I			
nii	Nii	L				I			
nij	Ngaju	L				I			
nik	Southern Nicobarese	L				I			
nil	Nila	L				I			
nim	Nilamba	L				I			
nin	Ninzo	L				I			
nio	Nganasan	L				I			
niq	Nandi	L				I			
nir	Nimboran	L				I			
nis	Nimi	L				I			
nit	Southeastern Kolami	L				I			
niu	Niuean	L	niu	niu		I			
niv	Gilyak	L				I			
niw	Nimo	L				I			
nix	Hema	L				I			
niy	Ngiti	L				I			
niz	Ningil	L				I			
nja	Nzanyi	L				I			
njb	Nocte Naga	L				I			
njd	Ndonde Hamba	L				I			
njh	Lotha Naga	L				I			
nji	Gudanji	L				I			
njj	Njen	L				I			
njl	Njalgulgule	L				I			
njm	Angami Naga	L				I			
njn	Liangmai Naga	L				I			
njo	Ao Naga	L				I			
njr	Njerep	L				I			
njs	Nisa	L				I			
njt	Ndyuka-Trio Pidgin	L				I			
nju	Ngadjunmaya	L				I			
njx	Kunyi	L				I			
njy	Njyem	L				I			
njz	Nyishi	L				I			
nka	Nkoya	L				I			
nkb	Khoibu Naga	L				I			
nkc	Nkongho	L				I			
nkd	Koireng	L				I			
nke	Duke	L				I			
nkf	Inpui Naga	L				I			
nkg	Nekgini	L				I			
nkh	Khezha Naga	L				I			
nki	Thangal Naga	L				I			
nkj	Nakai	L				I			
nkk	Nokuku	L				I			
nkm	Namat	L				I			
nkn	Nkangala	L				I			
nko	Nkonya	L				I			
nkp	Niuatoputapu	E				I			
nkq	Nkami	L				I			
nkr	Nukuoro	L				I			
nks	North Asmat	L				I			
nkt	Nyika (Tanzania)	L				I			
nku	Bouna Kulango	L				I			
nkv	Nyika (Malawi and Zambia)	L				I			
nkw	Nkutu	L				I			
nkx	Nkoroo	L				I			
nkz	Nkari	L				I			
nla	Ngombale	L				I			
nlc	Nalca	L				I			
nld	Dutch	L	dut	nld	nl	I			
nle	East Nyala	L				I			
nlg	Gela	L				I			
nli	Grangali	L				I			
nlj	Nyali	L				I			
nlk	Ninia Yali	L				I			
nll	Nihali	L				I			
nlm	Mankiyali	L				I			
nlo	Ngul	L				I			
nlq	Lao Naga	L				I			
nlu	Nchumbulu	L				I			
nlv	Orizaba Nahuatl	L				I			
nlw	Walangama	E				I			
nlx	Nahali	L				I			
nly	Nyamal	L				I			
nlz	Nalögo	L				I			
nma	Maram Naga	L				I			
nmb	Big Nambas	L				I			
nmc	Ngam	L				I			
nmd	Ndumu	L				I			
nme	Mzieme Naga	L				I			
nmf	Tangkhul Naga (India)	L				I			
nmg	Kwasio	L				I			
nmh	Monsang Naga	L				I			
nmi	Nyam	L				I			
nmj	Ngombe (Central African Republic)	L				I			
nmk	Namakura	L				I			
nml	Ndemli	L				I			
nmm	Manangba	L				I			
nmn	ǃXóõ	L				I			
nmo	Moyon Naga	L				I			
nmp	Nimanbur	E				I			
nmq	Nambya	L				I			
nmr	Nimbari	E				I			
nms	Letemboi	L				I			
nmt	Namonuito	L				I			
nmu	Northeast Maidu	L				I			
nmv	Ngamini	E				I			
nmw	Nimoa	L				I			
nmx	Nama (Papua New Guinea)	L				I			
nmy	Namuyi	L				I			
nmz	Nawdm	L				I			
nna	Nyangumarta	L				I			
nnb	Nande	L				I			
nnc	Nancere	L				I			
nnd	West Ambae	L				I			
nne	Ngandyera	L				I			
nnf	Ngaing	L				I			
nng	Maring Naga	L				I			
nnh	Ngiemboon	L				I			
nni	North Nuaulu	L				I			
nnj	Nyangatom	L				I			
nnk	Nankina	L				I			
nnl	Northern Rengma Naga	L				I			
nnm	Namia	L				I			
nnn	Ngete	L				I			
nno	Norwegian Nynorsk	L	nno	nno	nn	I			
nnp	Wancho Naga	L				I			
nnq	Ngindo	L				I			
nnr	Narungga	E				I			
nnt	Nanticoke	E				I			
nnu	Dwang	L				I			
nnv	Nugunu (Australia)	E				I			
nnw	Southern Nuni	L				I			
nny	Nyangga	E				I			
nnz	Nda'nda'	L				I			
noa	Woun Meu	L				I			
nob	Norwegian Bokmål	L	nob	nob	nb	I			
noc	Nuk	L				I			
nod	Northern Thai	L				I			
noe	Nimadi	L				I			
nof	Nomane	L				I			
nog	Nogai	L	nog	nog		I			
noh	Nomu	L				I			
noi	Noiri	L				I			
noj	Nonuya	L				I			
nok	Nooksack	E				I			
nol	Nomlaki	E				I			
nom	Nocamán	E				I			
non	Old Norse	H	non	non		I			
nop	Numanggang	L				I			
noq	Ngongo	L				I			
nor	Norwegian	L	nor	nor	no	M			
nos	Eastern Nisu	L				I			
not	Nomatsiguenga	L				I			
nou	Ewage-Notu	L				I			
nov	Novial	C				I			
now	Nyambo	L				I			
noy	Noy	L				I			
noz	Nayi	L				I			
npa	Nar Phu	L				I			
npb	Nupbikha	L				I			
npg	Ponyo-Gongwang Naga	L				I			
nph	Phom Naga	L				I			
npi	Nepali (individual language)	L				I			
npl	Southeastern Puebla Nahuatl	L				I			
npn	Mondropolon	L				I			
npo	Pochuri Naga	L				I			
nps	Nipsan	L				I			
npu	Puimei Naga	L				I			
npx	Noipx	L				I			
npy	Napu	L				I			
nqg	Southern Nago	L				I			
nqk	Kura Ede Nago	L				I			
nql	Ngendelengo	L				I			
nqm	Ndom	L				I			
nqn	Nen	L				I			
